Gene	HD30PBMC0	HD30PBMC1	HD30PBMC3	HD30PBMC7	HD31PBMC0	HD31PBMC1	HD31PBMC3	HD31PBMC7
ATP5D	102.2151167	131.9747257	111.8712738	119.9495328	142.6276832	127.4838425	155.3917868	169.283723
TAP2	140.7530244	191.7260517	140.0813012	148.8063897	117.6386672	115.3918278	98.72645863	107.4399392
LSM7	123.1075992	153.8831861	137.6140683	146.7208906	131.3881899	125.8822776	131.1193154	110.516045
TMED4	139.4324804	134.2797754	136.6228923	141.0313171	125.542117	127.1849429	123.5670335	131.6914902
JMJD7-PLA2G4B	127.7300286	134.4593185	127.2023732	136.7628071	127.1485571	123.8471028	134.1319985	146.3620388
STT3B	140.8076467	124.767215	142.9028711	141.7076757	116.1539626	129.1260274	133.529821	126.3008734
DAZAP1	138.2537857	142.0534061	131.1473715	136.9867242	128.6926578	119.000896	125.9054206	133.0920598
NUP210	147.0244518	139.1215466	142.4772037	155.3368269	109.6108381	112.280647	122.0303023	125.8934578
PICALM	145.7635231	138.1761909	131.336893	119.5820166	136.4360535	132.2464695	131.9382784	117.8448782
APBB1IP	125.5507688	128.1352734	128.8377302	131.3729454	131.0623815	124.5112087	142.2343621	141.1514749
SEC11A	152.1740996	129.1809147	140.5253105	124.9264712	130.9325567	130.0502694	123.2380669	121.5382831
NDUFA4	158.2667958	151.9975594	164.511132	149.9419706	104.3499262	107.3385916	107.5995721	106.9133105
PNN	136.2191438	114.6262724	130.1064574	136.5862728	124.6855884	138.1675192	137.4082105	132.3919088
OSTF1	136.3881661	137.4686051	123.497711	117.0929732	142.284273	128.9558765	131.5085656	131.9995231
SSBP4	133.6234253	150.1994969	128.7445425	123.9076949	128.6359055	111.8909613	135.2930482	136.4479141
CUTA	121.4434506	127.8261063	131.6241268	134.4841483	125.7658513	126.1927363	139.5898718	141.1145634
RTN3	147.5460566	132.6902572	128.711837	110.6326361	129.7332058	127.4292202	139.4278147	131.2638817
DYNLRB1	123.5896982	139.6787591	131.8144944	137.4766045	132.2439079	125.4250266	126.7988246	130.0903717
PLCG1	123.0577791	120.1402002	133.6510197	157.7052473	115.5431529	123.912424	136.0553211	135.0066981
CHMP4B	132.2754823	145.3388327	125.334043	123.8232629	129.3381764	134.2409589	130.4358668	123.2445818
C1orf43	135.7142788	127.1080665	140.1519672	123.1561285	117.3572392	134.2368252	134.7026187	130.3746626
STAB1	124.4967821	167.979957	99.80964978	107.1093164	135.1557341	126.2670829	147.4352807	134.3705145
TMEM59	133.6907411	132.7808352	127.9179066	125.0425826	130.469183	134.1286497	130.0892463	128.463247
ARHGAP25	141.402005	124.8833927	127.0386492	133.2000835	127.4767206	124.1327457	134.7010018	129.4058662
FNBP4	132.8617586	112.9038756	134.0003216	132.6745321	117.8399573	137.0419753	143.7169665	130.0782005
APH1A	137.9311645	146.5451191	133.957018	136.5156181	119.6103878	119.0807665	121.8951057	125.3994649
LILRA2	138.5881142	166.864907	120.4663474	114.591048	121.4658089	120.7271172	130.5126999	127.2983352
MAP2K2	133.3281954	157.9091768	126.3741122	140.9135997	119.3790815	112.183124	119.5671887	129.2484488
ILK	133.4797975	156.4407493	135.7119666	128.8872398	115.1882048	117.0605237	126.7645482	125.184711
HEXB	148.1069249	139.210523	132.9760871	113.9578698	123.9603549	124.3197565	129.9816831	124.6555297
SNORD102	66.94327718	87.48723258	122.1833003	74.51786207	222.036486	198.2802036	152.3015478	113.2924716
KARS	130.6588245	130.3991557	127.3776144	127.7496879	133.0877924	139.0363364	123.5395203	124.1531713
TBCA	136.3116107	113.9298858	135.30891	108.1343731	149.3294482	135.873523	134.8742987	121.456362
MOB3A	148.6302625	152.3781236	136.580296	125.5127124	115.0085824	113.658217	127.5558029	114.7503196
CHTOP	134.7113278	123.3335233	131.8618227	131.2767259	121.5439311	122.041651	136.234081	132.7968954
LRP10	128.1604228	142.7226833	129.7634871	135.6964321	121.5943095	120.1077937	125.1971459	129.1183246
HDGF	143.3795699	135.6619982	130.6161547	125.4664331	118.245695	119.1418997	133.7434109	125.9390705
SP100	130.3454917	117.798034	127.7156896	122.6356952	139.699616	143.2219936	131.278483	119.1608274
ATP9B	143.9072441	109.55479	132.8423021	134.5102763	125.8321528	148.8351978	119.7234706	116.6408462
MATR3	138.0465568	107.1662495	137.206073	121.8730777	126.6005356	151.0516693	126.9278352	122.8848763
C14orf166	133.0235496	136.5764573	124.7552879	132.7972289	127.8423735	131.3236169	131.8658515	112.6420829
RPS6KA1	137.630518	157.1928002	127.5577311	134.5140831	116.3034015	108.9630643	124.3005432	124.2351657
MOB1A	146.459267	129.7083629	140.0785348	115.8891234	124.1224474	132.8892204	132.8451107	108.5231912
EIF3I	129.9925855	136.0000974	129.9624955	129.1302049	130.2830677	127.3651817	119.1716216	127.7996063
ESYT1	135.9256	135.7134248	132.1627742	146.662546	106.848115	112.8308722	130.206415	129.256314
NPEPL1	138.0422673	144.6513871	126.9128058	135.8471689	118.5290328	111.5615763	126.516926	127.5307479
UNC13D	141.6780265	156.206496	132.3979339	139.5933959	109.083716	101.8221305	120.0032172	128.7952129
IRF8	140.3708239	135.2416021	132.1036254	141.896318	123.3476024	138.4805816	108.2161478	109.4171324
POLR2J3	105.9015421	105.8133576	107.2489653	111.050469	148.1308265	139.8192666	155.1752796	155.4848255
PLD3	146.6853409	168.689402	128.3844179	125.603024	104.496997	102.5789887	118.0308501	133.0209242
DIP2A	187.3258436	158.4476481	167.0173625	172.8849846	77.87163502	83.43742179	90.12644759	90.140989
C6orf62	145.0880364	106.7777095	142.7360508	117.2932971	126.4163182	134.1288716	133.6101057	121.0199966
CARD8	148.202696	124.86884	136.6079161	142.4652211	120.8219644	117.6649559	116.7645773	119.3318051
MT2A	127.7790361	198.3427101	128.6271594	113.3068061	145.7335714	127.0486867	88.82494787	96.61320166
HNRNPF	138.0710307	134.4074134	138.0174722	123.2098366	123.7038087	119.852328	128.595848	120.1547935
LUZP6	149.2194361	133.3212581	139.8388028	119.7322139	124.1895794	132.3424793	115.2699679	110.4694089
GYPC	102.3150224	110.1058647	114.2542862	134.4332615	134.5177581	132.1597862	138.8865179	157.6911603
MIB2	162.3213561	205.2982652	147.6390844	170.2181614	84.94690541	65.56762004	91.83350482	95.9666142
CEBPB	97.99510918	130.124519	77.32658675	71.486627	198.7271143	149.1851929	146.2722347	152.2686361
MFSD10	137.4769667	155.6174239	134.6975941	142.938654	106.5248727	101.1659407	116.4717626	127.4850927
IL11RA	122.9553551	121.1606738	138.6371337	148.5136504	113.9770015	113.1297485	134.4993483	129.0768347
ADPGK	138.8294583	138.4849075	121.8239235	128.6235752	125.2554686	122.9132784	125.3906086	120.2224037
PDE7A	123.8490609	90.77727862	129.8426608	125.7555874	125.2028045	143.0126238	145.351939	137.5365879
SERINC1	141.366949	112.5652079	134.1150771	115.2974521	126.9842426	137.4625365	128.7256332	122.8480658
LPXN	138.6172098	126.7363287	134.7560252	129.8697085	116.2539302	123.1364993	134.8747426	113.8733071
ORMDL1	137.095974	100.7300977	126.3163466	121.8572256	121.2346653	134.3583331	138.4858044	136.753684
INO80E	132.8904988	140.9372068	131.9351151	136.4755799	108.8014975	107.2565915	125.2746233	132.9910343
SF3B5	129.8754462	138.8440237	122.2203406	122.6136248	131.039452	120.4355325	120.4458349	130.9480227
CELF2	149.7773456	141.5540635	144.8711911	143.6973433	104.1786347	111.728873	115.8573505	104.5657497
WDR82	132.3246883	117.0845221	132.7530233	131.0831938	119.2213011	123.3424948	131.4389006	128.5753722
YWHAQ	137.2240995	129.7973026	135.6603995	131.4795322	122.3281908	124.3343629	117.1762169	117.5650482
PPP1CC	128.4836338	117.5805737	133.422724	122.2265869	121.4515155	137.059489	131.3167561	123.1992059
ECH1	125.1708655	152.1768945	123.133211	142.1602663	110.374362	114.910875	119.6039548	125.827323
PSMD4	130.6213811	148.3013299	121.5107059	129.9935029	121.0818769	117.8699579	122.3464995	120.8031461
MRPL41	96.17481331	113.7427216	106.3145305	124.8607557	134.6564297	136.8831849	142.4283447	156.6878235
NDUFB7	122.1422539	159.0265338	130.1180325	127.7109725	123.1209805	119.6684346	108.6692567	121.1968465
IFFO1	142.8961996	144.2797031	125.5649882	124.3783874	108.4395428	112.5048486	126.474905	127.0287956
HADHA	138.4909848	132.473815	125.8641711	126.0781229	115.9908805	122.2920027	127.0125022	122.8106714
RNPS1	132.3523623	139.5058614	135.5719657	125.6338033	111.5833162	111.3645594	128.8011163	125.6013856
WDR83OS	126.3605695	150.6426593	121.7503915	129.2914738	123.1775326	117.9520969	116.8404977	123.6506384
TNFRSF1A	134.9280217	161.1662903	120.6103597	117.6188134	120.656446	110.7595912	128.3818469	115.3242788
HEXDC	135.8375253	150.2156032	131.3415207	150.4515899	105.3527834	105.1605941	114.8738014	114.5820795
SRSF7	131.7462459	117.6139762	124.4829142	119.3750876	121.4719921	131.1091681	134.4708187	126.6994255
SNORD33	108.4115209	127.615088	165.8468987	132.8256502	123.9315605	142.7619334	63.06477836	141.0878032
DNAJA1	121.5157646	133.9612019	124.5914076	122.0494968	135.3033032	134.5527019	127.7651017	104.9433077
TUFM	137.1647882	149.9250895	127.2890776	134.9503153	108.0411286	109.0646202	116.9713459	121.1084215
RASSF2	145.5522828	138.9792844	117.1727166	112.0433294	128.7117442	120.6095481	125.1039633	115.7680673
RBCK1	128.0823225	161.024247	122.5893896	127.1975014	121.1034845	112.1566784	113.6519589	116.8944614
ZMIZ2	134.3372536	142.315686	129.5018292	137.1452303	110.0656565	109.9781205	119.6373421	118.8712357
PRKAR1A	148.1706747	141.368597	132.7101005	118.4465709	122.5298179	114.5310086	118.290869	105.6236061
LFNG	152.1710865	161.2756566	139.3135942	131.3684581	103.6953593	94.95147891	106.1008336	112.0171164
FAM120A	136.060899	139.4476833	127.6732483	118.2517602	120.7321186	121.9631571	119.6404486	116.7265296
ARRDC1	142.3853338	155.7780438	128.0757181	127.3953217	110.3339744	101.4665368	110.9183983	122.4185021
PAIP2	126.667044	120.821872	132.1958709	117.7391865	125.1565225	136.2037335	122.7370244	116.824645
SNRPN	115.9323546	115.9549652	134.538462	138.2921073	109.0403099	124.8397566	126.5706205	131.5742864
FAM107B	138.4037677	103.1768954	147.8987429	130.9534598	115.2994847	123.544015	123.1954583	114.2491294
CD33	136.5483346	159.9763624	126.6989327	108.4326234	111.3814842	112.7009092	123.574347	115.8327339
NAP1L4	135.4637988	110.0756075	134.5577322	139.0032497	112.7705097	119.6857848	120.8054912	122.2966898
ZNF385A	150.2418422	166.9202532	126.2045844	105.8228333	103.8882595	102.6056599	119.4380637	119.4030652
SLX1B	115.3916928	147.0003254	110.8678282	115.8224928	119.432429	115.8789011	137.2999289	132.6667242
TMEM256-PLSCR3	121.9146121	134.4645428	137.144559	138.4048952	103.774802	110.5481302	119.9383025	127.3155146
STMN3	119.0445733	109.6136003	140.6710526	150.7460853	111.3767597	103.2140103	123.0966807	134.4024126
RAP1A	132.7285804	114.5266035	128.7442647	109.8059612	122.8902008	145.0797716	119.6414451	117.8842971
HM13	126.7370009	142.9546497	119.7038996	121.8650622	115.4900257	112.070147	125.8815478	126.437327
SRPRA	131.3861594	130.3102504	125.1381344	127.7948269	112.2979462	115.7800891	122.919171	125.0762578
RPN1	135.6555119	145.1852429	126.2070603	124.6900893	114.222685	113.8255775	118.135232	111.8012816
FBXL5	138.4405737	121.6307692	118.6850222	103.0626393	123.3598636	129.3693037	137.2133578	117.4235124
PPP1R12C	134.9302398	144.9149392	126.5221114	130.6048611	110.2174653	102.2819338	118.1219929	120.8691157
PARP10	119.548465	158.42538	132.1997103	135.7183384	113.6466312	113.3496125	104.3221722	110.5697689
UBE2V1	131.6476706	112.2813077	128.6366278	121.6322156	118.0701243	120.6855223	131.5365824	123.0689441
MS4A7	172.9815089	135.8530701	96.52068651	87.16711746	119.9202143	138.159533	124.8476712	111.6830563
ANPEP	105.819227	137.1383626	87.27834983	80.95528534	139.1959136	130.0049908	152.5468883	154.1874921
SEC61G	123.5250271	116.7217825	136.5939546	118.5766572	120.4736355	127.1344569	111.338725	132.4141314
UBALD2	111.6124576	126.4516162	122.6902898	121.0897351	133.9836954	123.1980189	120.3231646	124.60237
POLR2G	133.6966143	123.9500946	132.7406727	121.9506924	117.6406112	114.1686815	120.6693284	118.9464318
ATG3	125.2476295	132.5672596	119.2717479	104.2168327	131.3099831	137.8967699	120.4209737	112.5403442
AP2S1	127.3888708	151.6083867	118.6855592	120.4269528	124.475627	110.2034861	113.1935624	117.0520125
IDS	145.7591657	125.6515374	130.6876143	123.2618603	110.3172562	113.7211698	113.6003673	117.917026
TBXAS1	143.7488811	160.6884415	127.6075781	110.0412048	109.9142035	106.2909858	111.5558313	110.7275725
ARAF	127.6562182	144.1142265	116.9835135	133.4179408	109.5210498	106.4171634	115.7788847	126.3465162
LMF2	129.9603919	145.6107263	136.4255149	136.8231169	103.5270579	97.89850078	107.1524916	121.6977272
RSL1D1	128.6705608	105.5309835	126.025771	119.8365663	117.2273603	131.7856421	124.0955273	124.7750918
HSPA9	126.8023338	117.2836076	121.9766269	121.3950561	117.7107358	127.1752637	127.672842	117.8130219
KLC1	123.6774774	125.9618049	123.4778759	124.1630856	117.4388215	124.2224973	117.5087935	121.0909049
STK17B	134.1318425	100.6672519	120.7575348	104.6074788	133.6420854	149.4735026	116.5194404	115.8385397
MFSD12	121.5479234	133.7621852	117.4431689	128.3499202	116.3983619	115.7550563	121.6158871	119.9093824
FBRS	126.1274033	124.2805664	127.1408006	125.4550611	110.9193946	110.4357054	120.5422187	128.7264625
UBE2G2	122.6778294	110.1725711	126.6327115	121.0722548	122.6501961	122.6133782	127.0814779	120.5455735
UNC93B1	126.6166815	163.0591385	110.5892155	110.7488896	120.3028011	111.1809696	118.3499259	112.5258507
LRPAP1	126.4196723	140.0407375	111.44068	120.6842117	119.1788282	110.897482	121.4201872	122.97698
CCT7	112.9083241	130.7801554	120.9076755	133.1541692	114.2428965	117.4885632	119.1890139	124.0724475
LAT2	132.9472491	159.7621231	116.117021	108.8033388	111.9416562	108.8047176	118.5617483	115.1794946
SLC12A9	128.2698208	149.2164331	118.1882234	119.0429513	118.7710722	103.5898182	118.5549605	116.4581425
TMED9	126.7661768	148.9864486	123.689221	131.6645364	104.2963196	108.9384051	111.6238072	116.0736685
EHD1	121.6556759	129.534507	125.0827822	127.3277934	116.4627488	109.8096041	114.8338576	127.0613511
LIPA	131.3977945	128.8956349	123.0256841	109.7904219	118.8295727	136.598831	121.7981167	101.4018634
JTB	116.1415842	121.1007923	120.213218	117.4377142	116.1309059	124.4134662	124.9998221	130.7246333
TECR	113.9522089	113.8063503	119.4308916	126.7097457	110.5070686	111.5655694	133.5286293	141.1454376
TES	139.8899045	125.4367823	137.170994	122.4300933	108.942569	115.5402006	113.14999	107.7729381
LY86	125.1109515	115.5928137	110.9725829	99.0877248	121.245336	138.8417948	130.9787703	128.1409963
SUMF2	124.8061898	115.5858237	124.9978303	130.1491175	114.1169479	118.2232666	119.8589722	121.3668737
CFD	85.46944694	126.0405244	79.66037032	83.78008475	160.4663819	141.8907461	133.8072193	156.8271858
NDUFB10	115.7846498	139.9410113	116.2486299	121.3146792	116.4037697	117.9239584	126.031771	113.9372755
IDH3B	124.6455461	138.238663	119.7800777	130.4126014	104.8868047	111.591221	113.8423198	123.1371339
PPP4C	121.6980097	145.2754091	113.3901007	123.3333884	113.5548519	103.7636937	120.7263409	124.2251329
CAT	139.4206251	128.761721	131.3365434	122.1772193	104.611303	112.1068229	119.8600786	107.2015293
WDR6	121.4240614	126.0930446	125.0939071	145.1501149	103.5767961	106.7281533	117.7629546	119.5373047
SELENOW	119.8664611	124.6863372	135.3431723	121.4182668	110.9940316	110.9296137	122.2722548	119.3492307
LILRA3	60.53353511	74.08759102	54.38093868	45.78169171	184.7790231	172.6779329	191.2127865	181.4002662
OGFR	129.2131475	161.660783	123.300749	125.6132845	107.514228	96.93033454	109.1372028	111.1602672
PAPOLA	127.4886792	114.8689738	121.9736058	121.7116554	117.4699534	127.2166356	114.7728262	118.952055
SUGP2	139.9260349	119.9405415	126.2145031	129.9675886	102.5129728	111.5786462	114.7244825	118.6301731
AIP	114.8971811	128.6192272	119.9747709	133.1433679	115.4863298	117.6170024	112.6081402	120.4498884
SEC61A1	124.111753	132.5063234	125.1657821	124.5302933	108.0514612	111.8616773	120.9057191	115.3159157
MAL	115.3059695	98.20779636	136.4804723	120.6580665	115.2447227	123.2604375	124.1844504	128.5300195
AMPD2	130.2188379	155.0109124	111.9077353	110.9498143	125.0977625	109.8701535	108.3757827	110.0607962
C17orf49	125.4797759	136.0035477	125.6268271	130.166711	108.6906648	103.0586864	110.3766047	119.7017437
SF3A2	124.5816919	132.8249198	126.4718755	119.7264372	98.56405781	97.57227986	121.2636366	136.3244915
WTAP	128.5275205	106.6420131	121.379479	119.8755104	114.4701548	125.8916906	125.2130464	113.7145611
GRAMD1A	123.27785	114.9380232	117.2184938	121.7948593	104.7284412	109.5724518	129.4429037	134.6017992
COPS9	113.5014344	113.078683	134.6232114	106.461215	119.7159046	128.2244364	115.9629964	121.9135538
PIP4K2A	138.7348359	120.6743999	130.3817943	123.5050021	105.2513313	110.8134165	111.8528769	110.835131
HPS1	131.456399	136.8450301	120.9204336	123.2697293	101.0793874	112.0596878	113.3678079	112.9379574
ICAM2	113.6466823	138.223876	122.0155887	126.0982604	108.4895632	114.2523968	107.6674146	121.3636322
CLCN7	124.5768142	145.797479	108.9195337	110.114494	115.7768874	113.5098496	114.1311136	118.7564578
PRRC2C	121.4274812	108.0900254	124.0192619	126.9453883	114.9790104	118.9228202	123.5944299	112.6260268
EMB	120.4778619	82.33332078	117.2854083	110.515173	123.9558166	137.7941551	129.4481586	128.5967047
RAC1	127.944547	126.4309718	119.1076569	105.6688836	110.6958725	120.6104238	123.2116753	116.3893572
IGFLR1	118.3502432	120.9569115	106.8017844	113.5749483	112.1931128	125.4039331	123.9660389	128.5365583
NOP56	125.7866816	119.6442288	124.9313568	128.722216	104.4801044	107.1277623	123.1204554	115.6622017
SCIMP	138.7567387	132.477827	125.1298582	97.10336386	124.9841364	121.577656	109.4046941	99.80778518
SEC24C	119.7744926	126.0142575	119.6172565	125.455536	111.654077	105.7387127	122.1097529	117.8249221
MORC4	133.4968075	100.9599035	112.9109957	122.4935275	117.7976375	138.6133117	121.6112175	99.65252961
TMEM219	111.5308726	134.8196722	118.7530189	116.592354	112.5769601	116.5910727	116.5862782	119.7537748
ITK	123.6835616	93.02008542	124.2031555	123.6996418	107.5267402	125.301992	128.2663557	120.5127167
CDV3	130.0259844	109.4802882	122.9934417	119.8173622	111.002809	122.3377484	120.8367441	108.9433609
HNRNPUL2	124.8950989	119.5100341	118.0216693	123.0772154	108.4003169	108.9277101	123.2663862	119.0251649
CLTA	130.065443	138.1050265	121.2731732	113.527702	110.0232195	107.5813168	120.2971936	104.2193983
MRPL20	120.7442995	120.0197379	119.7575063	119.3330449	117.9122969	114.2006731	116.7556799	114.6959848
PIK3R5	140.1603332	134.4174892	123.3952065	129.4070124	96.19285319	102.3092843	104.697216	110.3737425
METTL3	121.9315769	111.1046691	115.3966909	132.4004318	109.7336645	110.8520633	124.2826918	113.9963888
BLVRB	119.233934	169.1381353	101.6391849	121.8502011	103.4131408	98.45819033	111.0892955	114.6602774
