Symbol,MSC,Bronchial_Epithelial_cells,Fibroblasts,Endothelial_cells,Adipocytes,Keratinocytes,Schwann_cells,Smooth_muscle_cells,CD34+,Platelets,Monocytes_CD14+CD16-,Monocytes_CD16+CD14-,Macrophage,M1(IFNg),M2(IL-4),M(IFNa),Dendritic_cells_(BDCA1+),Dendritic_cells_(BDCA3+),Dendritic_cells_(plasmacytoid+),T_cells_(CD4+),T_cells_(CD8+),T_cells_(gamma-delta),NK_cells,Neutrophils,B_cells
RIC8B,77.625,73.5,144.75,146.1818182,193.3333333,59,280,118.4,129.1666667,154.6,76.375,79.5,71.45454545,65.875,100.6,60,124.5833333,112.25,147.5,163.7727273,87.84615385,143.5,73.75,51.8,60.75
RICH2,45.75,56.5,48.375,52.54545455,51,48,43.33333333,48.4,50.5,60.8,69.4375,58.16666667,46.45454545,48.875,48,47,56.08333333,61.16666667,54.33333333,58.09090909,71.07692308,51,46.58333333,60.8,97
RICTOR,217.25,259,366.5,427.3636364,190.3333333,212.6666667,522.6666667,336.6,878.3333333,538.4,338.6875,553.5,325.3636364,440.125,366.4,715,765.5,1140.583333,1263.833333,1054.636364,1645,393,2171.083333,3345.6,388.5
RIF1,137.625,43,236.25,213.6363636,135.6666667,93.33333333,175.3333333,192.6,522.5,106,87.75,91.66666667,171,190.375,159.2,322.3333333,178.25,162.25,123.1666667,151.3181818,261.8461538,249,311.0833333,123.4,55.5
RILP,223.5,358,137.5,241.4545455,362,211.3333333,188.6666667,260,236.3333333,285.2,337.8125,285.1666667,523.7272727,588.125,518.8,545,333.5,355.8333333,354.5,164.1818182,248.9615385,177,123.0833333,367.4,282.5
RILPL1,42.25,58.5,48.125,45.54545455,48.33333333,68.33333333,50,48,53.83333333,98,56.625,50.5,53,53.625,48.6,60.33333333,42.08333333,44.41666667,45.16666667,53.36363636,56.76923077,60,37.5,54,72.25
RILPL2,495.875,279,490.375,475.2727273,1064.333333,107.3333333,246.3333333,404.6,1812.333333,776.2,2073.625,2043.333333,1270.727273,1423.25,1332.2,2637,2729.833333,1688.666667,1183.333333,694.7727273,334.0769231,756.5,311,3528.4,305.5
RIMBP2,37.125,37,26,28.36363636,26.66666667,34.66666667,23.33333333,31.4,39,43.2,44.25,34.33333333,30.81818182,30.375,31.8,33.66666667,29.25,29.83333333,33.66666667,33.09090909,43.26923077,30,28.5,40.6,61.25
RIMKLA,12.5,13.5,12.375,10.54545455,12,13.33333333,12,11.6,11.83333333,13.2,14.5,13,12,11.5,12,11.33333333,12.08333333,10.16666667,12.33333333,11.90909091,14.15384615,11.5,12.5,14.6,13.75
RIMKLB,64,76,145.625,221.7272727,111,111.3333333,60,84,276.1666667,194,77.0625,60.83333333,58.45454545,54.5,111.2,59.33333333,67.91666667,99.91666667,150.5,158.0454545,107.7692308,28,113.75,43.2,72.75
RIMS1,70.875,27.5,96.25,35.54545455,30.66666667,26.66666667,23,29.4,27.83333333,33.6,31.5,29.33333333,26,27.625,24,28,27.25,28.75,27.66666667,26.59090909,30,23.5,25.41666667,34.4,37.5
RIMS2,44.5,81.5,70.875,56.63636364,46,49.66666667,44,56.4,58.33333333,50.2,69.1875,63,55.09090909,66.5,49.4,55.33333333,51.16666667,47.5,54.66666667,49.31818182,68.42307692,50.5,44.75,77,64.5
RIMS3,36.125,42,31.5,32.63636364,25.33333333,52.66666667,29,31.4,35.5,41.4,49.25,43.83333333,33.09090909,30.625,36,36.66666667,31.16666667,27,50.83333333,40.68181818,47.84615385,39,26.58333333,53.8,58.5
RIMS4,39.75,24.5,22.25,26.90909091,26,23.66666667,31.66666667,32.2,22.66666667,44,31.9375,29.5,28.63636364,29.75,27.8,31.66666667,37.25,36.83333333,39.83333333,26.81818182,31.42307692,28,29.5,43.6,37
RIN1,228.5,156,174,145.0909091,134.3333333,186,160,182,58.5,171.8,193.625,244,129.2727273,140.375,131,122,155.75,144.8333333,124,101.5454545,125.5384615,104.5,72.66666667,172.8,164
RIN2,950.625,868.5,1632.125,1016.181818,284.3333333,732.3333333,420.6666667,1020.4,104,528.6,863.625,786,1788.363636,1313.875,1522,2934,227.9166667,56.16666667,30.33333333,21.09090909,21.03846154,14.5,20.91666667,34.8,25
RIN3,49.5,87.5,62.5,50.09090909,47,49.66666667,39,55.8,37.66666667,39.6,290.125,526.1666667,198,183.5,161,80,141.0833333,84.08333333,33.83333333,199.3636364,43.96153846,305.5,69.16666667,295.4,38.5
RING1,395.125,235,376.75,340.3636364,364,278.6666667,425.6666667,524.6,264.8333333,239.6,289,360.3333333,348.5454545,293.625,474.6,405,464.25,482.9166667,500.6666667,311.6363636,233.3461538,374,355,155.8,186.75
RINT1,152.75,55,180.375,204.2727273,125.6666667,141.6666667,93.33333333,164.4,175.3333333,108,48,63.5,101.3636364,89.875,147.4,92.66666667,114.5,114.5,205.1666667,141.6818182,153.8846154,159.5,346.3333333,31.6,50.5
RIOK1,127.625,83.5,321.5,300.6363636,287.6666667,350.6666667,142,175.6,625,308,151.4375,156,197.3636364,152.5,164.2,319.6666667,489.6666667,360.0833333,368.3333333,228.7272727,310.1538462,406,883.3333333,57.6,124.75
RIOK2,379.125,154.5,522.75,425.8181818,432.6666667,292,311.6666667,387.2,347.3333333,131.8,220.5,149.3333333,276.1818182,250.75,322.4,270.3333333,298.25,275.5833333,391.3333333,208.1363636,303.8076923,374,389.3333333,88.8,145
RIOK3,1221,1980,1568.25,927.3636364,823,1182.333333,1011.666667,1027.4,928.5,2600.2,1255.9375,2028.333333,1409.454545,1502.875,1400.2,1027,984.4166667,1003.666667,1011.166667,849.7272727,1104.538462,1075.5,3388.583333,893.8,520
RIPK1,94.375,203.5,159.875,151.6363636,158,104,217,149.8,125.6666667,73,129.5625,169.8333333,192.0909091,274.75,225,241.6666667,186.6666667,167.3333333,177.8333333,244.0909091,275.0384615,290,265.0833333,348.2,62
RIPK2,309.125,231,355.75,441.5454545,236.3333333,494.3333333,373,306.2,319.5,138.4,683.6875,795.5,838.7272727,1408.75,1028.2,2565.666667,1230.083333,621.0833333,256.8333333,221.2727273,219.1923077,108,1559.833333,990,240.25
RIPK3,80.875,105.5,43.375,54.81818182,62.66666667,49.33333333,36,54.4,48.66666667,66,141.0625,221.1666667,180.7272727,205.125,165.2,158.3333333,147.4166667,118.5833333,105.6666667,144.3636364,80.53846154,158,117.0833333,198,106
RIPK4,116.625,2147,94.375,94.63636364,84.66666667,732.6666667,200.3333333,125,101.1666667,85.4,109.5625,129.3333333,89.90909091,85.25,93.6,90.33333333,74.5,90,81.66666667,93.09090909,94.23076923,76,95.25,166.2,99.25
RIPPLY1,21.25,22,18.75,17.81818182,18,20,15.33333333,19.8,19.5,19.2,22.125,21.83333333,17.36363636,16.625,16.8,17.66666667,19.58333333,18.5,20.83333333,19.81818182,22.23076923,18,16.5,20.6,23.25
RIPPLY2,43.125,32,24.625,28.90909091,32.66666667,32.66666667,28.66666667,33.8,26.16666667,27.8,31.75,34.16666667,30.09090909,27.875,28,34,30.91666667,28.83333333,30.33333333,27.86363636,30.15384615,28,27.58333333,35.2,33.75
RIT1,367,624,399.125,638.1818182,249.3333333,392,926.6666667,358.4,99.66666667,556.6,599.75,219.3333333,948.3636364,920.75,857,1288.666667,238,193.3333333,162.1666667,121.7727273,253.7307692,480.5,558,1270.6,256.75
RIT2,10,13,12.375,11.18181818,11.66666667,12.33333333,10.66666667,11.4,13,17,13.125,14.83333333,11.54545455,11.625,11.2,11.33333333,12.08333333,12.41666667,10.66666667,11.72727273,12.34615385,11.5,12.75,11.8,12.75
RLBP1,40.625,64.5,43.25,47.45454545,42.66666667,51.33333333,37.33333333,41,47,56.4,61.5,57.33333333,45.63636364,49,49.8,49.66666667,44.41666667,49.91666667,48,42.59090909,46.84615385,44,36.25,46.8,52.25
RLF,100.25,129.5,205.625,170.1818182,133.6666667,225.3333333,139.6666667,235,234.8333333,207,190.875,180,181.7272727,191.5,233.4,158,417.0833333,329.75,334,234.3181818,487.4615385,349.5,1880.583333,598.6,117.75
RLIM,119.5,90,159.375,169.4545455,88,91.66666667,102.3333333,91.6,192.3333333,62.4,113.4375,108.5,173.6363636,156.5,103.6,224,121.25,112.5,85.33333333,47.72727273,194.6538462,136.5,344,488.8,40.25
RLN1,26.5,26,23.125,24.54545455,24.66666667,24,25,24,26.33333333,31.2,25.375,26,29.18181818,25.75,25.8,26.66666667,25.41666667,23.08333333,23.33333333,48.5,41.42307692,60,34.58333333,26.4,31
RLN2,16.5,29.5,13.75,21.09090909,15.66666667,16.66666667,17,14,49,28.6,18,19.33333333,14.36363636,16.375,14.2,17,15.16666667,15.91666667,14.5,66.81818182,46.19230769,76.5,21.91666667,17.4,53.25
RLN3,32.625,32,28,32.45454545,29.66666667,29.66666667,30.33333333,32.4,30.66666667,32.6,35.0625,30.5,33.18181818,32.625,31,38.33333333,34,32.33333333,32.66666667,31.36363636,31.80769231,30.5,27.91666667,40.8,33
RLTPR,82.375,31,39.125,35.90909091,44,49.33333333,39.33333333,39,39.33333333,43.4,36.4375,37.66666667,33.27272727,35.375,31.8,41.66666667,50.91666667,78.91666667,82,154.9545455,50.15384615,134,47.83333333,45.8,43.75
RMI1,88.875,126.5,262.75,236.2727273,105.6666667,99,193,138,256.6666667,152,187.5625,138,260.0909091,192.125,228.8,218.6666667,199.9166667,236.0833333,133.3333333,96.68181818,56,410,35.41666667,376.2,83
RMND1,109.125,142,136,160.0909091,314,93,133.3333333,308.8,58.66666667,47.4,126.875,100.5,139.0909091,148.375,128.2,49.66666667,42.16666667,38.58333333,31.16666667,112.4545455,150,154,79,58.4,159
RMND5A,116.625,135,160.125,171.8181818,125.3333333,866.3333333,125.3333333,105.8,318,784.8,285.625,422.1666667,259.8181818,193.75,183.4,186,176.3333333,222.8333333,154.5,227.7272727,249.6923077,388,504,1083,107.75
RMND5B,123.375,287.5,185.625,208.5454545,175.6666667,495.3333333,197.3333333,125.2,83.66666667,265.4,205.0625,215.5,163.2727273,159.625,185,151.6666667,164.6666667,176,188.6666667,204.4545455,116.9615385,135,64.75,133.4,154.5
RMST,12.75,24.5,15.375,16.45454545,17.33333333,23.33333333,16.33333333,14.6,21.66666667,18.4,20.1875,19.83333333,17.72727273,19.5,16.8,20.33333333,17.66666667,16.83333333,16.5,17.63636364,24.07692308,15,14.08333333,19.8,23
RNASE1,123,69,64.625,3463.363636,92.33333333,67.66666667,1917.666667,109.2,305.6666667,115,98.5,80.33333333,6192.454545,1072.75,934.8,5770,63.33333333,62.5,58.83333333,57.90909091,65.84615385,62.5,60.41666667,65.6,81.75
RNASE11,14.75,14.5,13,12.72727273,12.33333333,14.33333333,13.66666667,15.2,14.66666667,16,15.5,16,13.27272727,12.875,13.2,12.66666667,13.75,12.5,12.5,14.13636364,15.38461538,12.5,13.16666667,14.6,18.75
RNASE2,20.25,25.5,14.5,18.72727273,21,22.66666667,16.66666667,20,2687,69.4,1132.4375,71.16666667,38.27272727,35.625,19.2,48.66666667,392.5,37.41666667,41,56.90909091,72.30769231,65.5,27.75,666.4,48.5
RNASE3,84.875,69.5,53.5,53.81818182,51.33333333,50.66666667,33,65,729.5,78,171.6875,80.5,53.90909091,53.875,58.4,63.33333333,61.58333333,64.33333333,122,108.3181818,147.8846154,64,72.91666667,238.4,70.75
RNASE4,175.375,133,261.75,158.8181818,986.6666667,64,211.3333333,531.8,26.66666667,15.8,257.875,27.16666667,122.2727273,45.75,60,37.33333333,58.58333333,24.5,41.33333333,22.68181818,24.73076923,72,16.41666667,22.6,36.75
RNASE6,16.125,22.5,19.5,27.09090909,18,19.66666667,13.33333333,16.4,461.5,153.6,4066.25,409.5,4154.272727,2213.75,2365.8,2151.333333,3400.75,1966.833333,6072.166667,184.7272727,88.96153846,232.5,97,1257,3101.75
RNASE7,14.5,15.5,10.75,11.18181818,11,838.6666667,12,12.6,10.33333333,11,13.1875,12.5,12.18181818,12.75,12,11.66666667,12.5,11.08333333,11.83333333,11.90909091,11.80769231,11.5,12.08333333,12.6,11.5
RNASEH1,429.75,199,465.5,464.4545455,423.3333333,350,632,321.8,276.5,151.6,214.6875,174.6666667,378.4545455,411.5,482,491.3333333,395,416.6666667,484,221.7727273,291.4615385,464,437.0833333,96.6,275.75
RNASEH2A,88.625,179.5,223,455.9090909,117.6666667,131,477.3333333,104.2,315.8333333,59.2,109.8125,133.8333333,234.8181818,142.125,115.4,287.6666667,145.8333333,173.0833333,143,99.81818182,56.42307692,802.5,56.16666667,40.6,78.5
RNASEH2B,58.125,129.5,80.5,75.81818182,72.66666667,90.66666667,120.3333333,93.6,269.1666667,162.6,156.3125,214.6666667,127,111.875,125.6,77,128.1666667,121.0833333,543.6666667,220.5454545,282.9230769,82,104.9166667,135.6,248.5
RNASEH2C,558.375,118.5,476.625,687,656.3333333,405.6666667,631,516.6,965.1666667,136.4,496.375,342.6666667,508.5454545,325.625,505.2,888.3333333,504.5,554.0833333,546.8333333,227.6818182,159.6923077,808.5,296.1666667,123.2,347.25
RNASEK,3624.75,4557,3969.125,3965.636364,4685.333333,3355.333333,5729.666667,3303.4,1076,1130.8,6633.6875,4976.5,7613.181818,7214.125,6720.2,6647,3788.666667,3036.666667,3373.666667,3344.409091,4924.807692,5556,2527.75,5291.8,4963.5
RNASEL,68.25,135.5,66.875,48.36363636,97.33333333,64.66666667,84,77.2,72.5,52.2,178.5,107,121.2727273,121.625,100.6,66,53.66666667,53.83333333,83.5,97.27272727,95.07692308,104,58.83333333,368.2,170
RNASEN,405.125,248,576.75,623.2727273,470.6666667,265.3333333,537,463,1163.666667,755.8,162.875,180,335.8181818,251.5,278.4,371.3333333,688.5833333,821,1112.5,415.9090909,195.3461538,406,367.25,50.8,136
RNASET2,628.5,660,607,293.4545455,642.6666667,416,206.6666667,691,1292.666667,373.4,4165.8125,7886.5,4452.818182,4004.25,3849.8,2929.666667,6200,7177.666667,6806.333333,4621.454545,597.1923077,1758.5,1389.416667,7543.8,962
RND1,74.75,119,77.75,145.1818182,112.6666667,64.66666667,94.33333333,95.2,76.16666667,88.6,85.75,86.33333333,82.09090909,89.75,81.2,152,133.4166667,176.5833333,105.5,78.95454545,99.26923077,101,161.75,121.8,103.5
RND2,32.125,34,27,33.63636364,35.33333333,75.66666667,65,28.8,27.5,39.6,38.25,35.83333333,27.27272727,34.375,29.2,35,28.75,30.25,24.5,35.40909091,40.46153846,26.5,22.08333333,40.8,49.25
RND3,4135.125,1387,5755.5,2364.454545,1898,2261.666667,4136.666667,3701,86.5,37.2,28.4375,22,75.27272727,33.125,32.8,308.3333333,23.16666667,28.41666667,23.5,23.04545455,30.61538462,22,26.08333333,22.8,37.75
RNF10,358,1137,688.625,930.6363636,1005.333333,742.3333333,624.3333333,526.4,219.6666667,682.4,594.8125,655.3333333,614.9090909,583.25,662.4,616,478.6666667,456.6666667,351.3333333,621.7727273,528.0384615,755,1021.083333,1224,296.75
RNF103,522.75,475,956.5,577.0909091,476.6666667,1636,536.6666667,703,588.5,447,246.5,321.8333333,467.5454545,435.75,232.8,245.3333333,378.0833333,387.8333333,582.5,404.7272727,560.3846154,249.5,392.5833333,988.4,253
RNF11,2112.5,927.5,1677.125,1324.727273,1452.333333,2220,504.3333333,1837,396.5,6235.6,546.5625,804.8333333,814.1818182,651.375,600,1048,484.6666667,443.1666667,1170.833333,707.2727273,652.5384615,819,2198.833333,879.8,48.75
RNF111,316.5,214,513.25,429.3636364,406.3333333,276.6666667,385.6666667,390,263.3333333,658,472,516.6666667,708.8181818,639.125,629.6,667.6666667,465.9166667,364.75,432.3333333,412.5454545,292.1923077,323,194.25,842.8,205.25
RNF112,30.375,37.5,31.625,25.54545455,25,38.66666667,26.33333333,28.4,27.66666667,36.6,39.5,42.83333333,27.81818182,29.5,26.8,29.66666667,32.08333333,29.75,26.16666667,31.68181818,35.07692308,23.5,37.25,45,42
RNF113A,188.125,324.5,287.125,300.3636364,300,260.6666667,301.3333333,292.4,448,452.8,443.1875,398.5,444.9090909,397.625,448,401.6666667,706.9166667,684.9166667,694,634.9090909,696.6153846,781.5,804.0833333,198,725.75
RNF114,411.25,506.5,646.75,521.4545455,652,400,424,860.4,1632.166667,795,823.5,993.3333333,732,1020.5,864,955,1393.25,1415.916667,1344.833333,1151.863636,577.4230769,896.5,1076.666667,717,467.5
RNF115,302.5,191.5,460,396.1818182,406,104.3333333,286.6666667,359,247.8333333,430.2,172.75,198,307.9090909,412,228.4,827.6666667,271.3333333,236.4166667,311.8333333,261.1363636,297.1923077,617.5,917.5833333,90,63.75
RNF121,87.875,88,180.25,173.9090909,124.6666667,73.33333333,156.3333333,129.2,80.66666667,98,97.125,98.83333333,111.8181818,113.25,147,120.6666667,120.4166667,116.75,159.1666667,62.72727273,64.07692308,83.5,86.66666667,65,77
RNF122,42.125,63.5,44.75,54.90909091,48.66666667,50.66666667,47.33333333,52.8,79.16666667,85.2,102.875,103.1666667,80.09090909,88.375,61,96.33333333,61.75,70.08333333,98,60.09090909,93.57692308,52.5,57.33333333,134,139.25
RNF123,159.875,185,204,161,226.3333333,139,184.3333333,162.4,76.33333333,62.4,172.375,204.1666667,139.4545455,131.75,184,160,199.6666667,168.5833333,167.6666667,128.6818182,69.34615385,199,129.5833333,208.8,94.75
RNF125,14.875,16.5,21.75,34.09090909,198.3333333,21,20,16.8,509.5,449.8,291.3125,191.8333333,390.9090909,180.875,126.6,96.66666667,458.6666667,284,510.6666667,982.3636364,916.1923077,1355.5,4002.583333,126,38.75
RNF126,287.25,411.5,243.5,334.8181818,199,231,405,207.2,81.16666667,44.2,225.0625,412.5,198.5454545,225,194.6,212.6666667,256.25,170.75,233,475.7272727,97.5,478.5,282.5,97.4,81
RNF126P1,113.75,127.5,86,111.6363636,99,96.33333333,117.6666667,104,49.66666667,62.4,103.4375,127.5,82.90909091,91.625,92.2,99.33333333,109,90.41666667,88,113.4545455,73.69230769,112.5,120.75,66.4,86.5
RNF128,9.125,535,24.75,8.727272727,12.33333333,449.6666667,544.6666667,158,7.666666667,10.4,8.6875,8.166666667,186.9090909,78,9,121,8.416666667,9.083333333,8,8.090909091,9.038461538,7.5,8.166666667,8.8,8.5
RNF13,390.125,500,810.625,355.1818182,721.3333333,663.6666667,676.6666667,443.2,290.1666667,509.8,1372.875,1854.333333,2670.909091,2574.375,3169,2112,867.8333333,523.25,871,471.9090909,298.5769231,641,350.0833333,3629,322.75
RNF130,257.875,373,530.625,547.6363636,888,132.3333333,837.3333333,565.8,1400.833333,487.8,3003.1875,2699,3810.090909,3118.125,4170.4,3220.333333,2781.75,739.8333333,2417.5,236.9545455,172.5769231,68,439.9166667,3515.6,143
RNF133,19.125,24.5,17.25,19.81818182,19.66666667,19.33333333,17,19.8,17.83333333,21,21.9375,21.5,19.90909091,19.625,18.2,19.33333333,19,20.33333333,18.5,18.90909091,22.46153846,19.5,14.91666667,22.8,22.75
RNF135,504.375,528.5,812,535.0909091,727.6666667,547,392.6666667,696.6,735,602,1466.6875,1754.833333,1747.181818,1582,1151.2,1154.333333,2055.166667,1459.833333,705.5,143.9545455,105.0384615,379,395.3333333,1141,299.5
RNF138,228.125,291.5,344.875,636.7272727,167.6666667,324.3333333,332,281.4,1691,714.8,1019.5625,948,480.1818182,616.5,497.4,943.3333333,1369.083333,1241.5,1440.333333,1311.454545,901.6923077,1479.5,2112.416667,1174.6,475.75
RNF139,478,564,953.75,543.6363636,567.6666667,577.3333333,511,745.4,1009.666667,721.2,1039.5625,1265.333333,855.5454545,715.25,952.8,781.3333333,1697.083333,1791.916667,1441.833333,901.8636364,890.8846154,955,4037.75,1496.4,320.25
RNF14,353.375,141,545.875,292.4545455,400,97.66666667,181.3333333,231,118,533.4,130.625,149.6666667,295.3636364,234.125,234.8,257.3333333,83.5,118,183.8333333,135.8181818,73.57692308,216,104.5,42.8,76.5
RNF141,691.375,1668.5,633.375,495.8181818,660.3333333,678.3333333,281,865.4,327.6666667,302,760.9375,1000.333333,246.9090909,115.75,260.2,244.3333333,472.25,556.5,693.1666667,188.8636364,240.3461538,208.5,188.75,2274,692.25
RNF144A,27.625,14,17.375,16.45454545,15.33333333,15,14.33333333,16,13.83333333,19,16.8125,17.33333333,14.63636364,14.875,13.2,15,18.75,15.08333333,16.5,14.95454545,15.73076923,15.5,19.5,17.2,19
RNF144B,21.75,126.5,22.125,137.9090909,25.33333333,29.33333333,128.6666667,16.4,28.16666667,25.6,90.5,168.8333333,83.36363636,174,52.2,283.6666667,58.25,42.83333333,47.33333333,23.77272727,22.96153846,20,18.75,187.4,30
RNF145,94.875,327.5,278.125,278.7272727,108.3333333,103.3333333,536.3333333,178.4,20.33333333,16,150.3125,263.1666667,232.7272727,129.5,556.6,440,65.91666667,55.58333333,59.83333333,105.9090909,34.69230769,293.5,860.1666667,251,14.5
RNF146,735,342,973,800.5454545,696.3333333,702.6666667,920,869.2,458.3333333,654.6,673.6875,635.8333333,763,720.25,762.4,756,690.1666667,520,726,442.5,273.8461538,455.5,320,987.4,299.5
RNF148,13.375,22.5,15.5,19.27272727,15,17,14.33333333,16.6,18.33333333,19.2,17.625,18.83333333,15.54545455,16.25,15.4,20,14.08333333,12.16666667,14.33333333,15.18181818,17.11538462,16.5,14.16666667,16.4,15
RNF149,577.875,1097.5,1074.125,1150,584.6666667,1259,398.6666667,412,184.6666667,526,1760.6875,2848,1341.090909,2287.375,1479.4,1407,193.6666667,185.5,371.3333333,1051.272727,532.6153846,1566.5,316.6666667,7584.6,124.75
RNF150,52.875,30,128.375,36.63636364,249.3333333,27,256.3333333,152.6,44.83333333,33.2,44.6875,40.66666667,25.36363636,25.5,26.8,32.66666667,31,34.33333333,24.33333333,25.31818182,26.84615385,29,26,26.8,36.25
RNF151,91.25,37,47.75,56.27272727,70,41.33333333,59,68.2,31.5,67.6,55.375,54.16666667,50.63636364,52.5,56.4,54.66666667,76,68.33333333,59.5,38.13636364,41.46153846,44,49.33333333,71.4,56.5
RNF152,9.875,12,12.25,12.45454545,11,9.666666667,14.33333333,10.8,9.5,13.2,10.0625,9.5,11,11.75,11.8,12.66666667,11.08333333,11.75,10.83333333,9.454545455,9.615384615,10.5,11.5,11.2,9.75
RNF157,36,120.5,51,51.09090909,49.33333333,94,34.33333333,49.6,97,83.4,111.875,95.83333333,55.90909091,55.625,48.8,60.66666667,41.41666667,46.66666667,42,109.5909091,133.8846154,59,48,87,124.25
RNF160,9.75,11.5,9.875,10.81818182,10,11,11,10.4,11.16666667,12.4,12.375,13.33333333,11.09090909,10.625,10.6,8.666666667,10.16666667,10.75,10.83333333,13.22727273,28.57692308,11,19.25,19.6,13.75
RNF165,8.5,20.5,8.625,8.818181818,8.666666667,9,9.666666667,8.8,9.5,11.6,9.625,9.666666667,9.090909091,9.125,8.6,9.666666667,8.833333333,10.41666667,38.83333333,9.409090909,11.11538462,21,277.0833333,8.8,10.5
RNF166,35.625,34,50.875,80.45454545,24,18.66666667,33,32.8,85.16666667,37.2,355.875,560.8333333,131.2727273,107,279.2,40,478.8333333,293.6666667,260.8333333,656.1818182,127.4615385,278.5,1067.666667,340.2,19.75
RNF167,335.5,625.5,505.5,590.4545455,754.3333333,1120.666667,635.6666667,536,250.1666667,618,618.25,798.8333333,507.4545455,491.75,620,447.3333333,482.8333333,496.4166667,418.1666667,674.4545455,525.4615385,1242,405.25,1003.8,621.25
RNF168,24.625,14,12,12.36363636,13.33333333,14.66666667,18.66666667,12.2,12,26,16.5625,16.33333333,15.36363636,14.875,12.4,13.66666667,12.83333333,14.16666667,13.33333333,14.54545455,20.03846154,14.5,20.75,23.8,22.5
RNF17,19.125,21,12.75,18.72727273,14.66666667,19.66666667,13.33333333,18.2,20.33333333,28.8,23.0625,23,17.18181818,17.625,17.8,19.33333333,16.83333333,15.58333333,15.83333333,18.04545455,24.23076923,14.5,14.66666667,18.8,22.75
RNF170,167.875,411.5,298.375,230.9090909,380.6666667,350,188.6666667,390.6,90.83333333,242.4,142,131,288.1818182,220.875,346.4,183.3333333,149.25,194.5,181.6666667,255.8181818,124.4615385,199,75.91666667,55.2,170.75
RNF175,27.625,22.5,27.375,24.45454545,25.66666667,21,19.66666667,751,32.5,56.2,45.3125,32.33333333,26.45454545,24.625,27,36,43.16666667,26.75,26.83333333,96.40909091,24.30769231,24,23.58333333,50.2,22
RNF180,29.875,15.5,42,18.81818182,18,13.66666667,16.33333333,25.8,12.16666667,11.8,11.5625,12.16666667,10.18181818,10.5,10.2,11.66666667,12.58333333,12.08333333,12.5,10.40909091,11.65384615,10.5,10.66666667,13.6,13.5
RNF181,49.75,73,39.625,45.81818182,43.66666667,52.66666667,41.66666667,54.2,48.5,57.2,67.0625,66.83333333,58.09090909,59.875,68.4,54,57.16666667,54,63.5,74.04545455,68.07692308,44,50.41666667,57,89
RNF182,64.125,17.5,48.125,66.81818182,53.33333333,15.33333333,130.6666667,63.2,24,13.4,15.4375,14,14.63636364,13.5,13.8,17,11.25,12.25,13.5,15.40909091,18.07692308,13,18.08333333,15.2,18.25
RNF183,39.5,131,34.375,31.54545455,26.66666667,35,25,35.6,58.16666667,47.6,61.3125,45,32.18181818,32.875,29.8,33,40.91666667,40.58333333,43.5,43.54545455,69.03846154,38,38.58333333,70.2,93.25
RNF185,34.5,53,36.375,37.36363636,39.33333333,47.66666667,31,35.2,43.5,33.6,45.125,37.16666667,38.63636364,41.625,46.2,38.33333333,32.83333333,28.58333333,39.5,34.31818182,44.57692308,29,35.16666667,40.6,50.75
RNF186,34.25,34,33.125,37.72727273,36.66666667,43,33,37.4,41.5,58.2,53.0625,49.66666667,35.36363636,34.875,35.2,38.33333333,51.58333333,45.75,46.83333333,38.31818182,47.80769231,33,42.41666667,59,69
RNF187,101.375,106.5,70.125,85,89.66666667,89.66666667,79.33333333,91.2,73.16666667,61.6,95.9375,93.5,102.8181818,108.125,87.2,97.66666667,65.16666667,78.16666667,70,76.04545455,83.30769231,88,72.83333333,92.2,70.25
RNF19A,361.375,311,696.375,526,878,655,629.3333333,418.6,564.8333333,801.2,294.8125,442.5,828.3636364,1004.75,942.2,2353.666667,450.75,427.4166667,766.1666667,615.5,1198.846154,849.5,1923.583333,725.6,396.5
RNF19B,89.875,613.5,121,206.1818182,83,156,110.6666667,85.4,32,33,579.9375,767.5,194.8181818,443.75,262.8,1386.666667,68.58333333,66.08333333,35,166.5909091,158.9230769,348.5,472.3333333,2414.8,123.5
RNF2,60.625,45.5,88.75,79.18181818,69.33333333,45,58.66666667,59.6,82.83333333,136,75.5,74.5,73,60.75,67.2,93,131.3333333,120.3333333,80.5,74.81818182,63.11538462,64,62.5,68,62.5
RNF20,722.625,447.5,861,511.4545455,857.6666667,966.6666667,607,1047.2,543.1666667,855.2,631.3125,659.3333333,632.9090909,707.375,662.2,355.3333333,859.3333333,908.5,653.8333333,710.9090909,299.8461538,764,235.1666667,705.2,544.5
RNF207,37.75,72,71.25,47.09090909,40.33333333,30.33333333,55,78.2,36.16666667,50.2,43.625,130.3333333,37.45454545,40.75,49.8,33.33333333,50.75,43,25.16666667,59.31818182,38.61538462,99,38.25,39.6,32.25
RNF208,43,209.5,38.625,58.09090909,41.66666667,112,50,57.2,46.16666667,73.6,58.0625,62.16666667,48.81818182,48.875,48.2,46.66666667,39.08333333,38.16666667,34.16666667,47.45454545,49.69230769,49,37.66666667,43,50.75
RNF212,45.625,36,36.875,35.72727273,33.66666667,33,32.66666667,39.6,34.16666667,43.2,39.1875,40.33333333,34.63636364,36.625,34.6,42,35.83333333,40.91666667,44.83333333,38.77272727,37.69230769,36,34.91666667,48.6,38.5
RNF213,87.375,108,193.125,171.3636364,205,72,272,227.4,162.6666667,339.4,634.9375,939.5,540,1822.25,356.6,605.3333333,771.5,213,952.8333333,1089.636364,597.8461538,1236,1697.833333,1236.2,352.25
